Duration (in seconds),ResponseId,UserExp-AF,Request-AF,UserExp-PP,Request-PP,UserExp-AM,Request-AM,UserExp-AL,Request-AL,State,Law-Awareness,AttEnact-Disc,EnactExplain-Disc,ChangesExplain-Disc,AttEnact-Exp,EnactExplain-Exp,ChangesExplain-Exp,AttEnact-Req,EnactExplain-Req,ChangesExplain-Req,Age,Gender,Gender_5_TEXT,Ethnicity,Race,Race_6_TEXT,Education,Education_4_TEXT,PROLIFIC_PID,STUDY_ID,SESSION_ID,AppCategory,AppName
1040,R_74clhTnoahaXpOV,1,"2,3,4,5,6",2,"5,6,7",3,"2,6,7",1,"2,3,5,6,7",California,5,2,"To me, as long as a customer is informed in advance as to what exactly the purpose is that a company has for collecting personal data - and that purpose is reasonable - then I think that data collection is allowable, only to the extent of that specific purpose and nothing more.","I think that they must always be very transparent in explaining their purpose upfront to users, before any further activity is done by the user on that specific app.  So, e-mail notifications and/or pop-up notifications on the app that alert users about data collection or data collection changes on the app should become more frequent.",3,"While I do feel that data collection, in general, is expected by most users in the digital world (on the internet and on apps), I feel that it's getting harder to define how data collection is measured to a purpose that customers would ""reasonably expect"".  That phrase, ""reasonably expect"", sounds vague, to the point that I feel some companies could exploit that vagueness as a loophole of sorts that they can work around and manipulate.","I think that app developers need to be very specific about any data collection that's going to be done, in order for it to considered ""reasonably expected"".",3,"While I can understand that very little data collection is needed to maintain a service that a user is already using - especially a service that is used constantly - I don't feel that user data collection should be mandatory, just to provide that service, in general.","Again, I think that very prompt data collection notifications should pop up or be made very clear, before a user decides to make use of an app - even before installing it, if data collection is going to happen, due to use of that app.",3,2,,1,"1,4",,1,,5d4ac837d2844e0001ecf699,6806e80aa09de22ad716aebf,6806ea7b719c1f0b69825503,photo and video,YouTube
970,R_1faeKBBxs76YcKt,1,"5,6,7",1,"5,6,7,8",1,6,1,"1,2,3,4,8",Kentucky,,2,"Companies should not take advantage of data overload, which all users have experienced.","Disclosures will need to be more transparent, shorter, and straightforward.",2,"Most users aren't aware of the extent that data is gathered from them, so it would be better to default to a less privacy-invasive policy.","They will need to turn off some built-in telemetry, shut down ad networks, etc.",2,This is basically the same response as the prior two questions. I'm not sure how I can differentiate these.,"Again, same response. Reduce telemetry, increase disclosure, etc.",4,1,,2,1,,2,,582474a8aac01b0001e45ef9,6806e80aa09de22ad716aebf,6806eaaef23d1db2c0bf119a,food and drink,DoorDash
978,R_1WHAewweu7ALneA,2,"2,3,5",2,"6,7,8",2,"6,7,8",2,"6,7,8",Alabama,5,4,I don’t agree with collecting data at all whether it is disclosed to the consumer or not. That should be the consumer’s choice and they should be compensated for their data.,I don’t think they will make any changes in the near future unless a competitor does first.,3,This is a vague definition and what a user would reasonably expect is variable and relative to the person.,"They would have to ask the user what they reasonably expect, which I suspect is to not collect their data at all.",4,"I don’t agree with collecting data unless the consumer requests it, there is compensation for it, or there is a threat to the safety and wellbeing of the community. ","They should change the regulation because it is not necessary to provide a product or service.

",3,2,,2,2,,1,,675c7d17ba2c505d67f1b97a,6806e80aa09de22ad716aebf,6806ea7ae66e324c360a4bf2,photo and video,YouTube
1061,R_7Xdql9Anb15qmQU,2,"2,3,5,6,7",2,"2,4,5,7,8",1,"1,4,5,6",2,"3,5,6,7",Arizona,,3,Data is disclosed to the consumer. ,More disclourses of what is collected. ,5,Everyone's definition of resonable is different.,None,1,This one is requested by the consumer. ,Adhere to consumer requests. ,3,2,,2,1,,1,,6719866b472c20e8170bd78a,6806e80aa09de22ad716aebf,6806ea563a6e20e712ff8f6e,food and drink,DoorDash
1173,R_6JDCEZRJxXcjJXW,1,"3,7",2,"2,3,5,6,7,8",2,"3,5,6,7,8",2,"3,5,6,7,8",ohio,,2,i think the consumer should know that the company is only taking what they need,agree to terms with the consumer,1,the consumer deserves to be treated fairly,im not sure,1,I think companies collect too much data and sell it off and they shouldnt be able to,show the user by pop ups that they are following the rule,3,1,,2,1,,6,,5e39d872793a082024d9cf18,6806e80aa09de22ad716aebf,6806e9ff731bc4de5bc7fa5b,food and drink,DoorDash
990,R_1uVXY6h4HASp4FI,2,"2,5,6,7",2,"5,6,7",2,"5,6,7",2,"5,6,7",Florida,,2,It would give the consumer the option to agree or not based on what is being collected.,"Again, to provide a very detailed list of what data is being collected for each need.",3,"This is a little vague, so I don't really see the value in this one.",I don't think there are any changes that would need to be made for this one.,2,"I feel it should be clearly defined as to what we are opting in for when agreeing to data collection. What data points are captured, etc. It would allow the consurmer to have control over what is allowed to be collected, vs. not knowing what we are agreeing to.",It would have to provide a more detailed list of what is being collected to achieve the customizations to the consumer.,4,2,,2,1,,5,,6630f0ba3c7dd0308672336a,6806e80aa09de22ad716aebf,6806eacd9c510e02102c6cc6,shopping,Walmart
1148,R_7JWlHNPFeaRmRdT,2,"4,6",2,"3,4,5,6",2,"1,3,4,5",2,"3,7,8",Georgia,"5,44,46",1,"This version effectively balances privacy and functionality by tying data collection to disclosed purposes, preventing overreach while allowing flexibility for legitimate uses. It mirrors successful frameworks like GDPR.","Required Compliance Changes:
Audit and align all data collection with disclosed purposes in privacy policies.
Implement granular controls letting users opt out of non-essential data uses.
Document purpose mappings to prove necessity.",5,"This regulation empowers users without stifling innovation, making it the most balanced approach. Strong oversight e.g., audits, penalties for violations would ensure compliance.","This regulation would push apps toward privacy-by-design, shifting from collect now, figure out use late to intentional, user-aligned data practices. Proactive compliance could also become a competitive advantage e.g., marketing ""no creepy tracking.",3,"This version of data minimization is too restrictive while it prevents overcollection, it could block useful features  that aren’t strictly requested by users but are reasonably expected. A balance is needed.","Developers would need to:
Narrow data collection to only what’s essential for core features .
Disable ""optional"" tracking e.g., analytics, AI improvements unless explicitly tied to a user-requested service.
Revise privacy policies to clearly map each data type to a specific, user-initiated function.",2,2,,2,1,,1,,67eac87f242a0748fa5772c3,6806e80aa09de22ad716aebf,6806ea40c710ffd0dcaf3be5,photo and video,YouTube
761,R_10lEcyXUlwIqGfn,1,"2,5,6",2,"5,6",2,"5,6",1,"3,5,6",Massachusetts,,1,"Consumer should know what information is necessary, and how the collection of this information may impact them. ","Developers will have to rationalize why they collect the information that they do, and explain it in a manner that the consumer understands. ",1,Use of a product does not warrant a lack of privacy for consumers. ,They will need an understanding of what information consumers consider to be off limits. ,1,"Consumers should be protected from revealing unnecessary information about themselves that can be used for a company's gain, potentially at the consumer's expense. ",Developers may have to charge more for their product if part of their profitability comes from harvesting consumer data. ,2,1,,2,1,,2,,65dbf5d973f37cd64fae92cf,6806e80aa09de22ad716aebf,6806ebd404f33edce31a4db9,game,Roblox
1060,R_5YQBZOaf3xhDPO9,1,"1,2,3,4,5,6,7,8",2,"1,2,3,4,5,6,7,8",2,"1,2,3,4,5,6,7,8",1,"1,2,3,4,5,6,7,8",Washington,"5,6,20,23,42,45,46",2,To implement security practices,Secure data properly through stronger encryption. ,2,To enhance their privacy.,Giving clear privacy notice on the apps.,2,To enhance consumer privacy and security.,Proper disclosing the intended purpose and limit authorization.,2,1,,2,1,,2,,67db762b42e42c30cf5b7824,6806e80aa09de22ad716aebf,6806ea9191ad328edc41c50b,photo and video,YouTube
1096,R_5mL5qKeY0Aqx1Ok,4,"3,6,8",1,"1,2,3,4,5,6,7,8",1,"1,2,4,5,6",1,"1,2,4,5,6,7",California,"5,6,7,8,11,13,19,21,23,31,32,37,45,47",1,"This should be common sense if you are a good company. Let people know why you are collecting this info, how it helps them and what the info is going to be used for. ",I think some companies may have to explain their data collecting points better to their customers. ,1,Apps and companies go over board on the amount of data they collect from their customers. This would make sure people are only giving data that is reasonable for said product or service. ,"Probably a lot, but it would be quite easy to do. It would actually probably save the company a lot of time because it does not need to search through so much information now. ",2,"If that is what the customer wants. If the customer does not want that, then they do not need to use the service. I am also sure the customer wants a certain standard of quality of service or products to be maintained. ",They would need to listen to their customer requests as long as they are reasonable. ,4,1,,2,1,,5,,5858c6178604ae000165e66a,6806e80aa09de22ad716aebf,6806ea4c12a53b57e78290c9,finance,Venmo
928,R_6qxCgQgisRmrrFY,1,"1,2,3,4,5,6",3,"2,3,5,6,7",4,"2,5,6,7,8",2,"1,2,3,4,5",Texas,,3,Consumers should have the option to opt out of any information abou them being given,Opt out option available at creation and sign in of account,2,Consumer expect no essential information to be collected,none,2,If the consumer request information,none,4,2,,2,2,,5,,66b00e249d75b352012b545a,6806e80aa09de22ad716aebf,6806eb2e5b25a05f56d68add,photo and video,YouTube
1016,R_5sWFLt7AOI8VmlK,1,"1,2,3,4,5",1,"2,3,4,5,6,7",2,"5,6,7",2,"1,2,3,5",arizona,5,1,Full disclosure is ideal to me people using and agreeing should have that right.,Theyd need more transparent!,4,Reasonable is subjective,Not many because this is broad,1,I dont see a problem as long as its disclosed.,Stop taking unnecessary data,2,2,,2,"1,2,3",,4,trade,67042cdf06ed4052bdf44c07,6806e80aa09de22ad716aebf,6806ead069d867dc25eac885,shopping,Walmart
1104,R_6zirhSyojFn6v9l,1,"1,2,3,4,5,6,7",1,"1,2,3,4,5,6,7,8",1,"1,2,3,4,5,6,7,8",1,"1,2,3,4,5,6,7,8",New york,"5,6,7,20,43,44,45",1,This should be enacted because they protect individuals' provacy while still allowing technology to thrive.,Redesign features to function with less data.,1,They strike an important balance between innovation and individual provacy.,Collect only necessary data,1,It helps protect individuals' privacy by ensuring that organizations only collect and use the personal data that is truly necessary.,Revise permission requests.,3,1,,2,1,,1,,67f2075ccc783cdf7a1e8d17,6806e80aa09de22ad716aebf,6806ea32975c203fa4d14752,photo and video,YouTube
